marca,precoComDesconto,precoSemDesconto,Condicao,VENDIDO,tamanho_mapeado,Cores_Agrupadas
2013,14000.0,41300.0,2,0,3,1
6619,25800.0,86000.0,2,0,3,16
9015,17.0,59.9,0,1,1,21
4364,3.87,57.63,0,1,3,1
1517,18000.0,15467.566824463362,4,1,3,22
8601,18.0,90.0,0,1,2,14
3029,9.97,119.99,0,1,0,14
10500,12.5,200.0,0,1,5,6
5032,6000.0,21000.0,4,0,3,18
1012,5000.0,17500.0,4,1,3,18
1012,2500.0,13000.0,2,1,3,18
646,35.0,139.99,0,0,3,1
10361,36.75,169.99,0,0,2,14
523,13500.0,45000.0,4,1,3,18
523,9000.0,27000.0,4,1,3,18
1357,24000.0,70000.0,4,1,4,12
646,4000.0,28000.0,3,1,3,1
5571,37.0,187.0,1,1,2,16
5395,12000.0,39000.0,2,0,2,18
7999,15.75,35.0,0,0,2,1
271,8000.0,24000.0,4,0,4,2
1348,15.0,50.0,0,1,2,1
2597,22800.0,79800.0,4,1,3,19
4313,30.0,93.44,0,1,4,14
3597,12.5,49.99,0,1,4,1
9439,29.9,109.99,0,1,0,14
5835,25.0,179.9,0,0,3,0
6168,5000.0,17500.0,4,1,3,3
0,20500.0,67000.0,4,0,3,19
947,9000.0,22000.0,4,1,4,16
8460,7000.0,32000.0,4,1,3,19
4563,49000.0,1.04,4,0,3,19
1702,8000.0,28000.0,4,1,3,18
158,7000.0,21000.0,4,1,0,20
2597,17900.0,39000.0,4,1,3,5
10361,39.98,139.9,0,1,0,12
2973,91.46,269.0,1,0,3,14
2249,11.87,50.0,0,0,3,14
9395,25.97,69.9,0,1,4,1
1757,41000.0,1.2,3,1,3,1
523,76.0,249.9,0,1,3,18
1399,17.5,69.99,0,1,0,14
3313,12000.0,39000.0,4,1,2,5
8597,0.92,39.9,0,1,3,18
7509,10.0,29.0,0,1,2,18
3011,8500.0,26900.0,4,1,3,19
10361,4000.0,12000.0,4,1,2,19
243,26.7,89.0,0,1,2,3
4767,8000.0,26000.0,4,0,2,12
2025,1.09,2.507,4,0,4,5
6619,15000.0,69000.0,4,0,3,10
10361,6000.0,15000.0,4,1,0,0
4135,9000.0,27000.0,4,1,3,18
1357,15500.0,34000.0,4,0,2,18
1357,20000.0,89000.0,4,1,3,3
3721,4000.0,9000.0,4,1,2,18
35,25000.0,49000.0,4,0,3,16
1719,18000.0,38000.0,4,0,2,15
5454,19000.0,43300.0,2,0,3,2
9460,30.57,135.9,0,1,3,3
2973,7800.0,24000.0,2,0,2,15
3721,4000.0,9900.0,4,1,3,18
3721,2400.0,10000.0,4,1,3,5
4536,14000.0,49000.0,4,1,3,11
3721,22.5,89.99,0,1,3,3
9287,19.9,49.99,0,1,3,18
10361,8600.0,20000.0,4,0,3,3
9847,34000.0,1.2,4,0,4,18
4199,5500.0,12000.0,4,1,3,18
8597,29.97,99.9,0,1,0,14
6619,38700.0,1.29,2,0,3,2
10361,23.73,99.9,0,1,3,14
3004,31.7,89.0,0,1,2,12
10361,7200.0,25200.0,4,1,2,18
6448,23000.0,69000.0,2,1,0,18
10361,5000.0,16000.0,4,0,3,18
7544,10.81,79.9,0,0,3,20
1675,70.0,359.0,0,1,3,19
76,12000.0,25000.0,3,0,3,21
2202,20.0,79.99,0,0,0,1
5742,27.6,69.0,0,1,0,14
4322,91000.0,2.7,4,0,4,1
10361,4200.0,19000.0,4,1,0,15
9918,10000.0,35000.0,4,0,2,10
7457,16000.0,15467.566824463362,4,1,3,18
380,9000.0,27000.0,4,0,3,18
8597,10.0,50.0,0,1,3,3
5809,6300.0,29000.0,4,0,4,22
4661,38.0,109.99,0,1,0,1
2127,64.95,129.9,0,0,2,5
1904,96600.0,2.89,4,0,3,18
5802,34.97,99.9,0,1,2,18
10361,4080.0,14400.0,4,1,3,18
6619,17400.0,58000.0,2,1,4,7
8931,199.99,389.99,0,0,3,18
8170,18.0,59.99,0,0,3,5
6162,13000.0,45000.0,4,1,4,1
9806,57.0,189.99,0,1,3,19
9126,4.74,69.9,0,1,4,14
3474,8500.0,35000.0,4,1,3,14
2576,39.5,395.0,1,0,4,20
5018,380.0,560.0,0,1,0,18
4318,19.0,79.99,0,1,2,3
5469,39.9,149.99,0,1,2,1
1786,1500.0,15467.566824463362,4,1,4,19
4865,70.0,184.0,0,1,0,5
7103,15.2,75.99,0,1,4,19
4462,19.98,59.9,0,0,2,22
4135,137.48,549.9,0,0,3,18
7716,16.75,67.0,0,0,4,1
3103,20400.0,71400.0,4,1,2,19
8716,8000.0,31000.0,4,0,2,19
8692,52.97,159.9,0,0,3,18
1297,17000.0,58000.0,4,0,4,18
4617,10.45,260.52,1,1,4,1
4174,80.0,220.0,0,0,3,22
1027,18000.0,59000.0,2,0,3,18
6619,18700.0,62500.0,2,0,3,1
6448,23000.0,67000.0,4,1,2,1
8641,12000.0,49000.0,4,0,0,9
4239,34.9,149.0,0,1,2,12
646,7200.0,23900.0,4,1,3,2
2115,50.0,150.0,0,1,2,20
2225,30000.0,98000.0,4,0,4,21
6556,40.0,159.99,0,0,2,18
8094,27.5,89.99,0,1,3,12
6373,19.5,65.0,0,0,3,3
5275,9000.0,27000.0,4,1,3,7
9406,19.98,79.9,0,1,3,1
523,10000.0,29000.0,4,0,3,18
10361,22.9,75.9,0,1,2,3
3721,38.97,129.9,0,0,3,3
3721,2000.0,7000.0,3,1,2,21
523,12000.0,39000.0,4,0,3,20
5553,19000.0,60000.0,2,1,3,18
2035,22.97,59.9,0,0,2,21
3721,24.0,79.99,0,0,0,19
8195,6000.0,23000.0,4,1,4,2
9921,78.0,194.99,0,0,2,20
1320,56.9,99.0,0,1,2,14
9821,13800.0,45900.0,2,0,4,18
1695,3500.0,9000.0,2,1,3,18
3340,12.5,49.99,0,1,0,16
3540,84000.0,3.5,4,0,3,16
7669,35.7,119.0,0,0,3,14
1472,41.7,139.0,0,1,1,14
3721,24.0,79.99,0,1,0,18
4172,60000.0,2.56,4,0,3,5
10361,12000.0,36000.0,4,1,2,18
3474,9000.0,39000.0,4,1,2,14
6907,13000.0,45000.0,4,1,3,1
8148,30.9,59.9,0,0,3,18
89,4000.0,12000.0,4,1,0,23
1357,14900.0,44700.0,4,1,3,9
1272,14.7,49.0,0,1,3,5
2809,26.7,89.0,0,0,4,14
7569,13.97,39.9,0,0,4,1
560,19.87,119.0,0,0,3,19
3721,20.0,59.9,0,1,2,18
5227,15000.0,50000.0,4,1,2,2
1977,28.9,150.0,0,0,2,19
523,10000.0,25000.0,4,1,3,18
1782,10.0,29.99,0,1,4,1
5020,21600.0,59000.0,4,0,3,18
3313,5950.0,24900.0,2,1,3,18
3313,42.48,149.9,0,0,2,20
6802,18.9,36.0,0,1,2,18
5395,10000.0,32000.0,4,1,3,18
1355,10000.0,32000.0,4,1,4,18
2275,19.98,79.9,0,1,3,18
3445,60000.0,1.597,2,0,3,3
8597,17.5,69.99,0,0,2,5
1904,1.3,6.3,4,1,3,6
10361,5000.0,12000.0,4,1,3,19
6619,24300.0,89000.0,4,0,3,16
4318,12.0,39.99,0,1,4,0
23,1050.0,15467.566824463362,4,1,3,21
158,7000.0,24500.0,4,1,4,20
1355,8000.0,28000.0,4,0,4,3
9320,8000.0,28000.0,4,0,4,16
8601,19.9,49.99,0,1,4,14
8931,12600.0,65000.0,3,0,3,18
9573,19.9,69.9,0,1,2,22
3205,22.39,89.99,0,0,3,5
9320,33600.0,65000.0,4,1,4,19
198,23.9,100.0,0,1,0,16
4126,19.15,79.9,0,1,4,14
4140,15.0,69.0,0,0,3,19
6238,12000.0,32000.0,4,0,0,3
523,31000.0,1.138,2,0,3,1
3474,9000.0,21000.0,4,1,3,1
7574,30.0,90.0,0,1,2,1
8931,13000.0,38000.0,4,1,2,12
9320,11500.0,32000.0,4,1,3,0
5458,8000.0,24000.0,2,0,3,5
1564,14.9,35.9,0,1,3,14
8094,28.0,70.0,0,1,2,3
4658,3000.0,8000.0,4,1,4,5
5395,20.0,320.0,0,1,3,18
646,5000.0,16000.0,4,1,3,7
2833,12500.0,40000.0,2,0,3,3
6225,25.97,69.9,0,1,2,1
8986,22.25,89.0,0,0,2,18
1426,15.55,62.19,0,0,4,22
3474,7000.0,21000.0,4,1,2,10
9320,12000.0,42000.0,4,0,3,21
2997,19000.0,31000.0,4,0,2,6
1589,25000.0,70900.0,2,0,3,19
1924,22.5,75.0,0,0,3,19
2906,11.97,39.9,0,1,0,0
5571,15.0,119.9,1,1,3,6
8295,10500.0,32000.0,4,1,3,21
5790,9.87,79.9,0,1,3,18
9689,4000.0,13000.0,4,1,2,1
4351,12000.0,42000.0,4,0,3,18
3721,3600.0,9000.0,4,1,2,18
23,13000.0,32000.0,4,0,3,4
1638,14000.0,43000.0,4,1,4,2
10361,9600.0,28000.0,4,1,2,18
7391,12.0,39.99,0,0,3,1
3776,52.97,562.0,0,1,2,21
5275,8000.0,28000.0,4,1,3,20
4267,29.9,79.99,0,1,3,14
8699,10000.0,34000.0,4,0,3,1
3734,9000.0,28000.0,4,1,3,19
7302,49.9,127.9,0,1,0,21
1752,23.12,185.0,0,0,3,18
4318,35.9,99.9,0,0,3,5
1675,9500.0,26000.0,4,0,0,20
158,9000.0,32900.0,4,1,2,3
8597,10.0,50.0,0,1,2,19
10361,4800.0,14400.0,4,0,3,5
523,14000.0,53000.0,2,0,3,18
5802,10.83,149.0,0,1,3,18
1355,12000.0,39000.0,4,0,3,21
4805,18000.0,63000.0,4,0,2,18
4793,87.25,349.0,0,1,3,14
5469,105.0,349.99,0,1,2,12
7867,11.56,39.99,0,1,2,14
9465,52.9,109.9,0,0,0,1
2429,39.0,119.9,0,1,1,14
9371,10000.0,39000.0,4,0,3,14
8699,8000.0,29000.0,2,0,2,10
8164,34.97,99.9,0,0,3,22
2782,174.01,696.02,0,0,2,3
2317,13000.0,42000.0,4,0,3,1
5658,30000.0,93000.0,2,1,3,18
7754,119.9,399.9,0,0,3,18
1357,16000.0,49000.0,2,1,2,16
8597,13.98,69.9,0,1,2,12
5571,39.0,156.0,0,0,4,1
3721,3000.0,9000.0,4,0,2,19
2127,35.0,99.0,0,1,3,18
2119,22.25,89.0,0,1,0,1
2425,17.48,69.9,0,0,3,1
947,57.0,189.99,0,1,2,1
5395,10000.0,35000.0,4,0,2,1
747,10200.0,43000.0,4,1,3,3
2187,12000.0,49000.0,4,1,0,16
3313,6000.0,18000.0,4,1,3,15
7302,179.99,597.99,0,1,4,18
10361,9000.0,37000.0,4,1,2,7
6008,16000.0,42000.0,2,1,0,1
7494,8500.0,21000.0,4,1,2,14
4983,22100.0,70000.0,4,0,3,0
6009,14000.0,15467.566824463362,4,1,3,10
6802,17.97,59.9,1,1,2,19
1014,2500.0,4000.0,4,1,0,19
3836,13000.0,26000.0,4,0,2,1
734,69.3,231.0,0,1,3,18
523,10800.0,29000.0,4,0,3,18
6489,15.0,39.9,0,1,4,14
8597,12.5,50.0,0,1,4,18
1426,16.47,54.9,0,0,4,22
10361,4000.0,9000.0,4,1,3,22
7482,14000.0,49000.0,4,1,3,18
8699,5000.0,25000.0,4,1,3,1
8597,11.25,45.0,0,0,0,22
8311,15.72,69.9,0,1,3,18
4616,3000.0,24000.0,4,1,2,18
5275,12000.0,42000.0,4,0,4,1
1984,39.0,109.99,0,0,3,1
646,7000.0,28000.0,3,1,3,21
5421,10800.0,36000.0,4,0,2,21
4364,9000.0,27000.0,4,0,0,14
2746,40.27,179.0,0,0,3,19
1693,6930.0,31000.0,4,1,3,9
7944,35.6,89.0,0,0,3,5
380,6000.0,18900.0,4,1,4,1
1785,18.73,99.9,0,0,4,3
8699,137.97,459.9,1,0,2,21
4351,4800.0,16800.0,4,0,0,1
10361,6000.0,15000.0,4,1,0,18
10124,28.5,95.0,0,0,3,3
8105,24.9,89.99,0,0,3,14
5009,10.0,29.99,0,1,2,14
2597,12000.0,34000.0,4,0,3,1
1209,55.9,180.0,0,1,3,18
2746,27.0,89.99,0,0,3,1
5395,60.0,300.0,1,1,2,1
8601,25.0,90.0,0,1,0,6
4172,2.125,4.9,2,0,4,1
5895,13000.0,42000.0,4,0,3,3
9371,9600.0,39000.0,4,1,3,10
717,13000.0,51000.0,4,0,3,18
3642,34.9,79.99,0,1,0,5
1027,41000.0,1.2,4,0,3,20
9414,7000.0,15000.0,4,1,4,3
10279,14.8,69.99,0,1,2,18
5283,19.9,79.99,0,1,2,12
6796,39.83,249.9,0,0,2,20
3203,10.45,89.0,0,1,3,1
5395,9000.0,43000.0,4,0,3,3
3284,38.23,169.9,0,0,3,21
3721,3000.0,9000.0,4,1,2,21
8790,11000.0,52000.0,2,1,4,3
6619,16500.0,48000.0,4,0,2,22
2562,31.5,109.9,0,1,3,12
8790,13000.0,42000.0,2,1,3,14
7575,35000.0,1.2,4,1,3,15
976,34.98,139.9,0,0,3,12
8597,22.5,69.99,0,1,2,14
8537,13900.0,49900.0,4,1,3,18
7971,13000.0,39000.0,4,0,3,1
4773,27.48,109.9,0,0,3,1
4225,29.98,99.9,0,0,2,14
8164,12.48,49.9,0,0,4,19
6448,21000.0,73500.0,4,1,4,12
626,17.48,69.9,0,1,2,3
1564,4.99,49.9,0,1,3,18
1014,1500.0,4500.0,4,1,4,1
8597,8.57,69.99,0,1,2,0
8597,17.5,69.99,0,0,3,14
8597,29.9,79.99,0,1,2,1
4536,12000.0,42000.0,4,0,1,21
8692,9000.0,30000.0,4,0,3,16
10474,33.92,359.0,0,0,3,14
8195,9000.0,31500.0,4,0,2,1
10500,60.0,239.0,1,0,3,6
7327,13.9,29.9,0,1,3,5
6619,8500.0,28300.0,2,1,2,3
6690,19.0,50.0,0,1,0,14
7072,5500.0,12000.0,4,1,4,19
2317,89.7,299.0,0,1,4,16
9242,21.0,39.99,1,0,4,0
9806,99.96,249.9,1,1,2,14
2932,20.97,69.9,0,1,1,21
1818,87.5,350.0,0,0,3,12
4539,53000.0,1.488,2,0,3,18
2567,26.25,80.0,0,0,3,12
10361,4000.0,12000.0,4,1,3,18
3126,50.0,89.99,0,0,2,18
3721,3000.0,9000.0,4,1,2,1
7875,21.88,69.0,0,0,3,14
3721,7000.0,21000.0,4,1,2,18
4135,10000.0,32900.0,4,1,2,18
5395,10000.0,32000.0,4,0,4,2
8537,12000.0,36000.0,4,1,3,18
5611,13800.0,45900.0,2,0,3,21
9237,11.96,29.9,0,0,4,3
6759,5.49,59.9,0,0,2,18
8034,14.9,69.0,0,1,3,18
1782,11.99,39.99,0,1,4,1
6990,9000.0,32000.0,4,1,3,15
2564,49.25,399.0,0,0,3,18
8383,37.48,129.9,0,1,3,22
9439,63.32,379.9,0,1,2,1
6049,10.0,49.99,0,1,4,10
1014,4800.0,12000.0,2,0,3,1
9735,40.0,179.0,0,1,3,18
3246,14.9,49.9,0,1,2,19
8917,29.4,97.9,0,1,0,18
10361,27.5,110.0,0,1,3,14
5469,12000.0,39000.0,4,1,2,9
3407,89.9,231.0,0,1,3,18
2230,15.0,100.0,0,1,3,14
10361,25.5,89.9,0,1,2,1
2157,29000.0,99000.0,4,0,4,14
8601,21.99,49.99,0,1,3,18
8601,10.0,19.0,0,1,4,6
6197,16000.0,48990.0,2,1,2,1
6680,3000.0,10000.0,3,1,3,12
6619,14000.0,42000.0,4,0,3,18
7100,12000.0,35900.0,4,0,3,21
892,4000.0,12000.0,4,0,4,19
5720,60.0,169.99,0,1,3,22
6619,16400.0,54600.0,2,1,4,12
2039,36.0,119.99,0,0,3,12
4295,13440.0,59000.0,4,1,2,12
3329,24.0,80.0,0,0,4,1
4462,22.48,89.9,0,0,2,18
7374,15.0,69.99,0,1,2,14
523,5600.0,35000.0,4,1,2,16
8699,9000.0,29000.0,4,0,3,16
4462,24.98,99.9,0,0,2,14
10500,100.0,200.0,0,1,5,6
1355,9000.0,18000.0,4,1,3,21
7960,64.0,159.9,0,1,3,18
10199,20.96,39.9,0,0,3,1
4351,8000.0,28000.0,4,1,0,18
10361,16.65,75.9,0,1,4,14
6136,20.97,69.9,0,0,3,5
3296,26.9,199.0,0,0,2,18
2205,22.5,89.99,0,1,3,18
158,13000.0,39900.0,4,1,3,5
8597,15.5,29.9,0,1,4,14
2187,89.98,399.9,0,0,3,1
5839,52.47,149.9,1,1,0,19
6980,29.9,59.9,1,1,0,14
1589,8400.0,36000.0,2,0,3,18
8227,4000.0,15000.0,2,1,3,10
2597,13900.0,41700.0,4,1,3,1
3362,13.99,229.9,0,1,3,21
3721,3000.0,10000.0,4,0,3,21
4135,167.6,419.0,1,0,3,1
4364,4800.0,13000.0,4,1,3,1
523,15000.0,45000.0,4,1,0,16
1638,75.0,259.9,0,1,3,18
10361,6000.0,18000.0,4,1,3,21
1564,14.98,79.9,0,0,2,3
8094,20.97,69.9,0,1,2,3
9378,11.7,39.0,0,0,2,1
3491,19.9,69.99,0,1,2,5
4536,87.0,348.0,0,0,3,14
6619,9800.0,45000.0,4,0,3,18
523,13000.0,15467.566824463362,4,0,3,19
7870,47.5,189.99,0,1,3,18
10361,8.48,89.99,1,1,3,18
3734,10000.0,35000.0,4,1,0,9
8642,62.8,199.99,0,1,3,1
7424,19.9,49.99,0,0,2,14
3721,31.6,79.0,0,1,4,14
10361,2800.0,10500.0,4,1,4,3
4524,27.6,69.9,1,0,3,14
10450,20.27,59.9,0,0,3,21
8597,15.0,59.99,0,1,2,18
5275,10800.0,29000.0,4,1,2,19
7895,23.9,59.9,0,1,4,1
2055,90.0,199.9,1,1,2,14
1355,14000.0,39000.0,4,0,3,16
6414,11.55,70.0,0,0,3,14
1564,14.97,49.9,0,1,3,22
892,4500.0,13500.0,4,1,4,5
5879,26.95,89.9,0,0,2,1
10361,8000.0,28000.0,4,1,4,19
4936,25.9,89.9,0,1,3,5
9371,28000.0,1.04,4,1,3,12
4840,10000.0,33000.0,2,1,4,5
523,13000.0,39000.0,4,0,0,16
76,58000.0,2.2,4,1,3,18
5212,59.15,169.0,0,1,1,0
8692,8500.0,30000.0,4,1,3,18
1904,23.0,26.0,4,1,4,18
4195,1800.0,5000.0,4,0,4,1
2328,64.75,239.0,0,1,3,16
6013,10000.0,30000.0,4,1,4,2
8963,30.0,79.99,0,0,2,1
1014,5500.0,15467.566824463362,4,1,0,19
468,29.98,99.9,0,0,3,18
8597,19.9,49.9,0,0,4,14
5917,26.25,139.99,0,0,3,0
4180,11000.0,39000.0,4,1,3,1
9395,24.9,89.99,1,1,2,19
7863,8000.0,25000.0,4,1,2,18
9414,5000.0,12000.0,4,1,0,1
10361,8200.0,27000.0,4,1,3,9
6619,16800.0,65000.0,4,0,3,2
10361,8400.0,28000.0,4,1,2,21
5917,5500.0,16500.0,4,1,3,3
7801,25.37,79.9,0,1,3,3
5807,10000.0,35000.0,4,1,3,18
3474,7000.0,21000.0,4,0,3,15
7215,75.0,400.0,0,1,2,6
3721,40.9,119.9,0,0,3,3
76,10000.0,30000.0,4,1,3,20
3075,52.48,209.9,0,1,2,1
8088,21000.0,63000.0,4,0,3,1
6267,8000.0,29000.0,4,0,4,2
10361,8000.0,15000.0,4,1,2,18
10361,7225.0,34000.0,4,0,3,15
2754,18000.0,68000.0,4,1,2,2
560,13000.0,42000.0,4,0,3,18
5518,35.9,129.9,0,1,4,1
8295,6400.0,26000.0,4,0,4,18
5133,27.59,159.9,0,1,2,1
3699,20.97,59.9,0,1,0,14
5395,9000.0,17000.0,4,1,2,3
3011,8500.0,25000.0,4,1,3,3
8106,29.75,89.99,0,0,4,16
1564,10.0,39.99,0,0,0,18
26,6000.0,15467.566824463362,4,0,4,18
8597,16.72,89.9,0,0,2,19
8601,22.9,70.0,0,1,3,18
1408,37.9,109.9,0,1,2,14
10361,4800.0,10000.0,4,1,2,21
7020,39.9,249.99,0,1,0,22
9919,63500.0,1.08,4,1,4,21
8164,22.48,89.9,0,0,3,5
7773,71000.0,2.84,3,1,3,18
10361,5000.0,12000.0,4,1,1,1
3222,26.97,89.9,0,0,3,14
8026,14000.0,45900.0,4,1,4,18
947,8000.0,24500.0,4,1,2,0
10361,4000.0,10000.0,4,1,0,12
1517,48000.0,1.7,4,1,4,18
1234,15.0,49.99,0,0,0,18
1320,57.5,229.99,0,0,2,14
7263,39.9,129.99,0,1,2,5
3103,24000.0,84000.0,4,1,3,18
9735,59.99,149.9,0,1,3,14
4318,34.98,119.9,0,0,0,14
3721,3400.0,16000.0,4,1,2,19
10361,7000.0,15000.0,4,1,4,18
9414,6000.0,13000.0,4,1,4,19
3702,35.0,349.0,0,1,3,1
7072,69.75,179.0,0,1,2,14
2597,14280.0,49000.0,4,0,3,18
8094,14.98,59.9,0,0,3,5
7754,8000.0,21000.0,4,0,3,1
6619,16800.0,65000.0,4,0,3,9
5243,2500.0,7000.0,4,1,4,1
4462,22.9,39.9,1,0,4,14
7987,99.23,1554.67,0,1,3,22
6619,9100.0,41000.0,2,0,3,2
2338,15000.0,32000.0,4,1,1,18
523,10000.0,35000.0,4,1,3,3
947,8000.0,29000.0,4,1,2,18
7630,4500.0,17990.0,2,1,4,15
10282,29.7,99.0,0,1,3,21
8094,34.9,89.9,0,0,3,18
8471,41.7,139.0,0,1,4,12
9784,44.98,159.9,0,1,3,12
8597,15.0,49.99,0,0,4,18
1675,7500.0,24500.0,4,0,3,1
10361,12.48,49.9,0,1,0,22
8597,15.58,79.0,0,0,0,18
3892,77.1,192.75,0,0,3,5
6136,27.97,79.9,0,1,2,1
8699,8000.0,32000.0,4,0,0,18
4859,59.98,219.9,0,1,2,18
523,12000.0,36000.0,4,0,3,3
1861,37.0,70.0,1,1,2,6
2800,35.6,89.0,0,0,2,19
7687,5.93,59.99,0,1,3,1
6254,4.165,10.0,4,0,3,16
10361,14.98,79.9,0,0,3,21
1977,17.48,69.9,0,0,3,12
8597,17.25,69.0,0,0,4,14
3096,15.9,39.9,0,1,2,14
7072,23.97,79.9,0,1,4,19
8716,10000.0,30000.0,4,1,3,18
8059,8000.0,24000.0,2,1,3,20
9993,19.98,59.9,0,1,0,18
523,12000.0,39000.0,4,1,3,5
1675,9000.0,31500.0,4,1,3,3
646,7000.0,24000.0,4,1,3,17
6619,20000.0,70000.0,4,0,3,18
3212,60.0,194.23,0,1,1,5
3795,14.98,59.9,0,0,2,3
10500,79.0,250.0,1,1,5,6
3734,6000.0,20000.0,4,0,3,1
4767,8000.0,24000.0,4,0,3,5
5954,19.9,49.99,0,1,3,14
6162,11500.0,34500.0,4,1,4,16
9183,12500.0,15467.566824463362,4,0,3,3
9414,4400.0,11000.0,4,1,4,5
6619,26700.0,89000.0,2,0,3,1
8597,8.97,29.9,0,1,3,14
661,250.0,1000.0,0,0,2,22
6619,13300.0,44500.0,2,1,0,17
1569,11.4,37.9,0,1,3,14
8249,55000.0,1.59,4,0,3,5
1141,180.0,400.0,0,1,2,6
4318,22.9,79.9,0,1,2,5
6619,16000.0,49000.0,4,1,2,12
1638,12000.0,39000.0,4,0,3,16
9426,9.12,119.9,0,1,2,5
10361,52.0,129.99,1,1,0,14
3678,24.36,109.9,0,0,2,21
1472,111.5,489.99,0,0,0,1
380,16.12,129.9,0,1,2,12
4462,19.96,49.9,0,1,2,20
7072,10000.0,32000.0,4,1,4,18
7710,48.51,629.99,0,1,3,3
4983,45000.0,1.35,4,0,4,19
10500,89.0,271.0,1,1,5,6
3734,59.9,209.99,0,0,3,22
5395,13000.0,42000.0,4,1,1,11
9426,6.62,99.99,0,1,2,1
9892,35.0,89.0,0,1,3,12
5571,30.0,200.0,1,1,2,21
8994,22000.0,3.85,4,1,3,1
4135,7000.0,24000.0,4,0,3,16
3311,11.63,59.9,0,0,2,1
8195,12000.0,39900.0,4,0,3,5
7302,9000.0,32000.0,2,0,3,15
1752,33000.0,1.155,4,0,3,16
10361,25.9,89.9,0,1,2,19
1693,7000.0,13000.0,4,1,1,19
2779,9.27,219.9,0,0,3,12
8601,21.75,79.0,0,0,2,18
2425,40.0,119.0,0,1,3,12
4835,18.67,69.99,0,0,2,1
7773,68000.0,2.04,4,1,3,5
6067,6000.0,19000.0,4,1,3,18
5395,124.98,499.9,0,0,3,3
8597,13.74,89.9,0,1,2,3
911,119.0,350.0,0,0,3,6
10361,37.7,109.0,0,1,3,18
3633,15600.0,41000.0,2,1,2,14
2002,12000.0,38000.0,4,0,3,6
8597,15.0,49.99,0,1,4,12
8206,14.9,29.99,1,1,2,14
6769,9600.0,25900.0,4,0,3,16
1638,9000.0,27000.0,4,0,3,9
5809,4200.0,19000.0,4,0,3,17
10361,6000.0,12000.0,4,1,0,1
523,12000.0,37000.0,4,0,3,2
6619,44700.0,1.49,2,0,3,2
1752,44.9,119.9,0,0,2,22
8094,17.48,69.9,0,0,2,1
4616,13400.0,44800.0,4,0,3,3
6907,10000.0,35000.0,4,0,3,1
5985,51.0,199.99,0,0,4,18
8703,14.99,39.99,0,0,3,10
4174,55.0,220.0,0,0,3,19
7450,89000.0,3.115,4,0,3,14
8109,25.0,79.99,0,0,2,12
3836,10000.0,39000.0,4,0,3,0
8597,14.0,69.99,0,1,4,18
6231,15.0,40.0,0,1,4,12
6556,31.97,89.9,0,1,3,5
1014,3500.0,15467.566824463362,4,1,4,3
2754,8400.0,39000.0,4,1,3,9
2082,23.98,79.9,0,0,3,22
5958,34.98,119.9,0,1,2,19
23,8000.0,28000.0,4,0,3,19
5638,19000.0,67000.0,2,0,3,10
9414,6500.0,13000.0,4,1,4,3
8601,14.87,65.0,0,0,2,14
6366,35.0,140.0,0,0,3,18
8597,11.9,39.9,0,1,2,20
5917,55.0,99.9,0,0,3,1
8195,17000.0,51000.0,4,1,2,1
5395,10000.0,39000.0,4,1,3,18
7754,9000.0,15467.566824463362,4,1,3,19
8699,16000.0,27000.0,4,1,2,1
8077,10000.0,39500.0,2,1,4,18
9067,96.8,209.9,1,0,2,21
5093,22.97,79.9,0,1,3,1
3734,7000.0,21000.0,4,1,4,12
8601,16.04,29.99,0,1,2,12
2211,23.97,79.9,0,1,3,5
1355,10500.0,32000.0,4,0,4,10
5313,5000.0,17500.0,4,1,4,1
9439,39.0,149.99,0,1,3,19
1638,65.7,219.0,0,0,4,14
10361,34.99,149.9,0,1,3,3
523,10000.0,30000.0,4,1,3,12
5368,8000.0,28000.0,2,1,3,20
2387,60.0,289.0,0,1,2,12
8597,17.0,79.9,0,0,2,21
10361,41.84,192.18,0,1,3,18
4536,11000.0,41000.0,4,1,2,14
10429,39.0,159.99,0,0,3,14
5802,50.97,169.9,0,1,2,12
9858,30.0,630.0,0,1,3,16
1014,6000.0,12000.0,4,1,2,18
6619,13020.0,43400.0,2,0,2,18
380,6000.0,21000.0,4,1,3,3
116,30.99,80.0,0,1,2,1
1014,2000.0,15467.566824463362,4,1,4,1
8597,44.99,169.9,0,1,2,14
2706,18000.0,49000.0,4,1,4,18
7138,22.98,89.9,0,1,3,3
9371,20000.0,70000.0,2,1,2,18
5575,40.0,159.99,0,0,3,22
9679,55.57,219.9,0,1,4,12
7072,6000.0,19000.0,4,1,4,20
1564,12.48,49.9,0,1,3,3
28,9600.0,25000.0,4,0,3,9
7520,21.0,69.99,0,1,3,18
523,9800.0,20000.0,4,1,3,1
5658,36000.0,70000.0,2,1,2,2
5395,11000.0,39000.0,4,0,3,18
4536,10000.0,32000.0,4,1,3,18
9625,52.5,189.99,0,1,2,3
6187,9.58,79.9,0,1,2,14
932,13930.0,93000.0,4,0,3,18
5917,13000.0,38000.0,4,1,2,9
3882,31.7,89.0,0,1,2,3
4462,19.96,49.9,0,0,4,22
58,139.9,479.99,0,1,2,1
6619,7000.0,42000.0,4,1,3,12
4678,29500.0,73500.0,4,1,3,18
10361,7200.0,17000.0,4,1,3,2
7914,37.5,129.99,0,1,2,21
9625,9000.0,25000.0,2,1,2,19
5905,16.0,59.9,0,1,3,14
10361,4000.0,12000.0,4,1,3,12
