marca,precoComDesconto,precoSemDesconto,Condicao,tamanho_mapeado,Cores_Agrupadas
4085,13100.0,43000.0,4,5,18
3800,20.8,79.0,0,4,14
1205,13000.0,39000.0,2,5,21
322,5000.0,25900.0,4,5,1
3834,12.75,119.99,0,5,18
4069,8000.0,24000.0,4,5,14
2942,154.9,567.98,0,5,3
2783,23.7,79.0,1,5,19
533,9000.0,29000.0,0,6,1
944,28.0,92.01,0,5,3
5559,50000.0,1.2,4,1,18
395,14400.0,42000.0,4,5,4
1462,5000.0,15000.0,4,5,22
2648,20.9,49.0,0,1,21
3766,64.9,219.99,1,4,18
3265,26350.0,99000.0,2,6,21
625,8000.0,31900.0,4,6,18
1500,20.73,89.9,4,6,19
830,7.59,59.9,0,5,14
3804,13000.0,39000.0,4,5,19
4981,25.0,89.9,4,6,7
1458,36.25,99.99,0,3,14
5283,89.9,450.0,4,5,16
175,4060.0,19000.0,0,6,14
2529,12000.0,15509.377945804938,4,5,18
2957,34.02,99.0,4,5,1
2280,12.32,29.9,4,4,2
3971,19.9,69.9,4,6,10
3499,24.46,59.99,4,5,10
395,27.5,109.99,4,5,18
5867,23.9,90.0,2,6,2
2800,25.8,129.0,4,4,2
2280,8000.0,23000.0,4,4,18
2668,15.0,49.9,0,4,18
4812,6000.0,14000.0,2,6,22
4354,25.9,89.99,4,5,9
1730,19.9,59.99,2,6,18
395,14400.0,48000.0,0,5,14
4069,11500.0,65000.0,2,5,12
6224,12500.0,40000.0,0,4,18
1155,24.9,89.99,0,4,12
2311,21000.0,73500.0,4,5,15
1067,54.98,219.9,0,6,1
322,19000.0,71000.0,4,5,18
322,12000.0,15509.377945804938,4,5,18
3852,30.9,69.0,0,5,14
5245,64.9,199.9,4,6,21
5588,3600.0,13000.0,0,5,16
449,40.19,138.0,4,1,18
6428,55000.0,1.8,4,5,2
6428,50000.0,1.73,4,6,9
1583,2400.0,6000.0,4,6,18
1409,24.9,79.99,0,5,16
6471,159.0,329.0,0,5,18
4524,20.72,69.9,4,5,18
5283,9.25,29.0,4,5,2
2731,21.9,55.9,0,6,19
1428,70.0,347.0,0,4,21
2648,17000.0,15509.377945804938,0,5,22
5861,24.5,79.9,4,6,3
5324,22000.0,89000.0,0,1,20
5319,7000.0,25000.0,0,4,14
1339,11.73,79.9,0,5,12
394,19.98,99.9,0,5,1
5371,20000.0,63000.0,0,5,12
6428,26.28,164.9,4,4,1
6454,18.0,36.9,0,4,22
1424,77.8,398.0,4,6,11
5846,23.96,59.9,0,4,3
4085,26.62,86.48,2,4,0
322,5000.0,15000.0,4,5,22
1037,13.65,39.9,4,5,5
5622,6800.0,29900.0,0,5,3
4102,5000.0,18900.0,4,4,21
1271,48.55,272.0,0,5,0
4085,6000.0,15000.0,4,5,3
5940,6300.0,23000.0,4,5,18
2127,10000.0,39000.0,4,5,9
3713,8400.0,37000.0,4,4,18
1409,25900.0,15509.377945804938,0,5,16
5811,7.21,170.19,0,1,14
3222,15000.0,45000.0,0,5,18
2127,11000.0,39000.0,4,6,16
3838,4500.0,17990.0,0,5,12
1067,10000.0,37000.0,0,6,3
1076,24.9,90.0,0,5,22
4061,21.49,50.0,0,5,12
3324,6000.0,20000.0,4,4,20
5210,10000.0,39000.0,0,5,5
5283,12000.0,36000.0,4,5,16
1475,65.0,179.0,0,4,18
5645,10.0,29.9,4,6,22
3074,12000.0,36000.0,2,5,10
4963,9500.0,30000.0,1,5,18
3224,5000.0,12000.0,4,5,9
2822,20.0,49.0,0,4,5
322,3000.0,10000.0,4,5,7
2957,25000.0,75000.0,4,5,1
5027,22.48,89.9,0,5,18
3456,8400.0,52500.0,0,1,14
3981,7000.0,32000.0,0,5,12
716,45.0,119.9,0,1,19
5687,12000.0,58900.0,2,5,18
322,11.98,59.9,4,5,18
4497,56.97,189.9,0,1,5
5814,80000.0,2.5,4,5,2
3675,9000.0,27900.0,0,4,14
34,11000.0,38500.0,0,4,1
179,58.52,179.9,0,5,6
2849,28.42,124.9,4,5,5
6428,4000.0,12000.0,4,5,5
2488,40.6,89.0,0,5,12
2800,23.75,99.99,4,4,18
5319,67.55,139.0,0,4,1
5319,437.75,2060.0,0,5,22
1250,7000.0,23900.0,0,6,18
293,92.56,398.0,4,5,22
1850,21700.0,89000.0,4,6,3
4085,47.5,189.99,2,6,7
1574,32.5,129.99,0,1,18
5319,12500.0,40000.0,0,1,14
979,10200.0,33000.0,4,5,18
5283,6500.0,15509.377945804938,4,5,18
2800,21.9,90.0,4,5,20
2569,87.25,349.0,0,4,12
170,14000.0,59800.0,2,5,5
519,12000.0,75000.0,1,1,5
3735,15000.0,59000.0,0,6,3
6155,20.0,79.99,0,5,1
6113,25.0,99.99,2,5,12
2280,6000.0,15509.377945804938,0,5,1
3626,49.9,230.0,0,6,3
5342,2400.0,5000.0,4,5,4
5937,179.0,499.0,0,5,14
4102,4000.0,10000.0,0,4,12
2127,6800.0,31000.0,4,5,18
589,15.07,116.39,0,4,19
1619,6000.0,21000.0,0,5,18
6428,4800.0,12000.0,2,5,18
5615,21.48,65.9,0,5,1
2889,5000.0,15000.0,0,4,12
4967,10000.0,35000.0,0,5,18
4085,8000.0,29000.0,2,6,1
2151,9300.0,22000.0,4,1,3
1447,26.7,89.99,0,4,1
616,17.1,56.99,2,6,22
6428,31.0,59.9,4,4,3
6035,4000.0,12000.0,0,5,5
3593,14.98,59.9,4,5,7
6428,19.98,59.9,4,1,10
1044,14000.0,58000.0,4,5,7
2067,44700.0,15509.377945804938,1,5,20
3316,1800.0,5900.0,4,4,18
322,15000.0,79000.0,0,5,3
1328,3000.0,6000.0,2,5,16
1068,5000.0,12000.0,4,6,3
5319,8000.0,21000.0,0,5,18
1001,6.75,238.99,4,5,18
5324,31.6,79.0,0,1,14
4355,13.26,119.9,4,4,19
5519,5.22,79.9,4,5,18
2127,14.9,49.99,4,5,20
5319,10000.0,49000.0,0,5,18
5319,1.072,3.576,0,4,18
242,15.0,90.0,4,4,21
5426,5000.0,32000.0,4,5,18
6379,14000.0,42000.0,0,3,5
5861,20.97,69.9,4,6,19
848,17600.0,58600.0,4,5,13
1016,12000.0,43000.0,2,1,14
5971,22.48,89.9,0,5,12
4531,59.9,189.99,0,6,20
812,59.7,198.0,4,1,1
1001,14.98,59.9,1,5,5
2280,22.4,79.99,4,5,1
322,10000.0,30000.0,4,1,2
322,45.0,179.99,4,5,18
5283,7.44,219.9,0,6,5
59,4800.0,13000.0,4,5,9
3324,18.0,49.9,4,5,18
5319,44.9,99.9,0,6,18
2984,2000.0,4000.0,1,5,6
6428,240.0,799.99,4,4,1
1229,4000.0,12000.0,4,5,14
5283,30.5,85.0,4,5,18
3532,3000.0,7000.0,4,6,12
2014,39.98,139.9,0,5,19
3771,9000.0,31500.0,1,6,12
2668,124.98,499.9,0,5,1
1657,23.97,79.9,4,4,3
812,5000.0,18000.0,4,5,18
3768,18.0,59.99,4,1,21
1216,22.48,69.9,4,6,19
1049,3000.0,9000.0,2,4,1
5503,39.98,159.9,0,5,18
383,20.97,69.9,0,4,12
5319,9600.0,28000.0,0,6,0
5787,9000.0,31500.0,0,1,18
322,48000.0,1.39,4,5,9
3704,21000.0,54000.0,0,3,14
1065,33600.0,1.29,0,6,12
6428,22000.0,66000.0,0,4,14
5319,94.8,449.0,0,1,18
4085,15000.0,42000.0,4,5,14
6381,51.6,129.0,0,4,1
1462,24.98,99.9,4,5,2
3324,14.12,89.9,4,5,3
6514,44.98,179.9,0,7,17
3412,8000.0,25000.0,0,4,14
3925,13000.0,35000.0,0,5,3
3657,12000.0,42000.0,0,5,18
4812,22.48,89.9,4,5,2
1803,15000.0,15509.377945804938,4,4,5
59,216.0,419.0,4,6,1
5898,9000.0,27000.0,4,5,5
3512,26.7,89.0,4,6,7
5940,9000.0,27000.0,2,6,18
2938,35700.0,1.3,4,5,9
6468,32.09,119.9,0,4,3
2127,73.0,170.0,0,1,3
4085,15.15,89.9,4,5,3
2648,36.0,119.99,0,4,14
5782,30.0,125.0,0,4,5
4421,33000.0,99800.0,2,5,9
5324,6000.0,11000.0,0,5,14
2280,51.9,129.9,4,1,18
5841,5000.0,13000.0,2,6,3
5045,31.5,129.9,4,5,18
776,13200.0,33000.0,0,5,14
1486,24.7,98.8,4,5,21
4944,39.91,450.0,4,5,5
6226,4000.0,15509.377945804938,4,5,3
97,31.8,159.0,0,4,18
625,8000.0,21500.0,4,4,1
5841,9000.0,25000.0,4,6,3
3443,29.75,119.0,4,5,12
4085,244.06,1500.0,4,5,21
3416,12000.0,36000.0,2,6,18
4962,31000.0,93000.0,0,5,22
4085,4.68,49.99,4,1,15
1985,3000.0,9000.0,0,4,14
1511,31.2,103.9,0,5,1
5220,57.48,229.9,0,5,18
3265,10000.0,39000.0,4,4,18
6428,31.42,105.69,4,6,14
6354,5000.0,16000.0,0,5,14
302,64.98,199.9,1,5,12
6092,12500.0,34000.0,2,6,22
5319,14.9,49.99,0,4,18
20,2600.0,9000.0,0,4,5
4355,17.48,49.9,0,5,14
5378,4800.0,14500.0,4,5,16
533,10500.0,34900.0,0,6,1
6033,9500.0,25000.0,0,1,5
5740,35.19,203.0,0,5,0
3074,13.49,89.9,4,6,1
2569,37.5,130.0,4,5,18
2529,4800.0,17900.0,4,5,18
5519,7000.0,22000.0,4,5,10
4085,10000.0,38000.0,4,5,1
1870,6375.0,35000.0,0,5,3
1572,11000.0,32000.0,0,5,18
2957,10000.0,35000.0,4,5,0
1240,35.0,70.0,0,4,1
2416,12500.0,40000.0,0,5,14
4102,6000.0,18000.0,4,1,15
2166,22410.0,74700.0,4,6,4
2984,25000.0,78000.0,1,4,6
2653,9000.0,31500.0,0,6,1
2268,36.5,199.9,0,5,14
4085,6715.0,32000.0,0,5,14
4085,3600.0,9500.0,4,5,2
242,49.9,140.0,4,5,19
845,33.15,129.9,0,1,3
43,3.36,59.9,2,5,1
4085,6500.0,30000.0,2,5,2
956,12000.0,39000.0,0,5,20
4085,10.0,39.9,4,5,16
3430,31.96,79.9,0,6,0
4393,39.0,219.0,0,6,18
6090,14.7,49.0,0,4,14
2280,14000.0,39000.0,0,1,20
3324,20.97,69.9,4,3,3
6428,29.4,98.0,4,5,9
4282,19200.0,68000.0,0,5,14
1,4500.0,10000.0,0,6,6
1021,8000.0,24000.0,4,5,4
322,14000.0,42000.0,4,5,18
4920,20000.0,41000.0,0,6,5
5915,10000.0,39000.0,1,5,18
322,17580.0,58600.0,4,5,22
59,11000.0,35000.0,4,6,1
572,13000.0,15509.377945804938,0,5,14
812,19000.0,48000.0,4,5,18
2972,26.67,89.9,0,5,10
1572,17.97,59.9,4,5,18
322,16000.0,48000.0,4,5,19
1958,9000.0,27800.0,0,5,18
5203,16000.0,53000.0,4,4,19
4085,17.37,99.0,2,4,16
5782,13000.0,57000.0,4,6,16
781,19.8,99.0,0,5,18
322,19.98,59.9,4,5,14
4085,28.0,70.0,2,6,12
2668,11.45,45.8,4,5,14
6514,9000.0,27000.0,1,7,1
4862,9000.0,32000.0,0,5,5
772,12.9,69.0,4,1,1
2298,15.31,55.0,0,4,12
2280,8400.0,42000.0,0,5,22
3593,60.0,199.99,4,5,18
2171,29.0,79.99,0,5,3
5027,40.0,150.0,0,5,1
2945,11000.0,39000.0,0,5,14
3430,8000.0,26000.0,0,5,10
60,19000.0,63000.0,0,3,5
1216,9000.0,31500.0,4,6,17
6481,24.99,59.9,0,5,5
2450,36000.0,1.26,2,1,1
3324,12000.0,45000.0,4,5,14
6468,28.77,95.9,2,5,12
322,38.9,129.9,4,5,18
322,22.5,89.9,4,5,18
5319,4100.0,21000.0,0,3,18
4881,12500.0,15509.377945804938,0,5,14
3324,25.0,79.99,4,5,3
2127,25000.0,54000.0,4,4,16
457,3000.0,10000.0,4,5,18
5782,27.48,109.9,0,5,18
5283,50000.0,1.49,4,5,9
6428,50000.0,2.1,4,5,16
5319,12000.0,37000.0,0,4,5
322,10000.0,35000.0,4,5,20
5283,22500.0,69000.0,4,5,17
6428,13.0,99.9,4,6,2
5055,3200.0,9000.0,1,4,6
322,12.5,49.99,4,5,0
4355,8000.0,29000.0,4,4,22
356,8000.0,24000.0,0,6,20
1572,9900.0,27000.0,4,5,16
6450,20.7,69.0,0,5,14
625,108.96,575.61,4,6,18
1975,1500.0,3000.0,0,5,14
2885,7.16,39.9,0,4,6
4085,8000.0,24000.0,4,6,18
5937,10000.0,30000.0,0,5,0
322,13000.0,45500.0,4,5,5
2800,10000.0,35000.0,0,5,12
2849,9600.0,32000.0,4,4,3
2569,12.49,59.9,0,5,12
2648,4500.0,32000.0,0,5,14
2680,12000.0,49000.0,4,4,19
5074,9000.0,36000.0,0,4,3
4085,10000.0,45000.0,2,5,1
3971,7000.0,28000.0,4,6,1
1790,9000.0,32000.0,4,5,18
3713,10.0,14.99,4,5,1
2693,90.0,299.99,0,4,12
2800,9600.0,36000.0,0,5,1
3852,18.0,59.9,0,5,1
254,30.0,119.99,4,5,9
2436,11.9,39.9,0,4,5
5272,21.9,79.9,0,5,1
565,39.01,139.99,0,5,14
6428,19.19,79.99,2,4,15
6402,30.41,89.99,0,1,14
6428,14000.0,45000.0,4,1,3
3430,12.82,49.9,1,5,19
4405,12000.0,43000.0,0,4,20
3661,3000.0,12000.0,0,1,18
3607,47.0,167.99,2,5,0
1393,6000.0,29900.0,4,5,5
2706,16000.0,62000.0,0,6,1
732,314.9,763.0,0,1,14
6428,26700.0,88900.0,4,4,21
6395,2000.0,15509.377945804938,0,5,18
4269,8000.0,34000.0,0,4,1
5319,18900.0,69000.0,0,3,1
6428,31.97,89.9,4,5,18
3971,43.39,123.97,4,6,18
395,12000.0,49000.0,0,5,12
979,13000.0,42000.0,4,5,21
6428,7000.0,25000.0,4,6,14
6428,6000.0,37000.0,0,5,3
2680,100.0,129.0,0,5,3
4506,15.6,29.9,0,4,14
5319,14.9,49.99,0,5,18
812,9500.0,34000.0,4,4,9
4355,6000.0,20000.0,0,5,18
5982,18.0,55.5,0,6,1
1106,7000.0,22000.0,4,5,18
5319,19.0,39.0,0,1,19
1001,43.56,108.89,4,5,18
1017,9000.0,27000.0,4,5,2
2922,33.0,60.0,0,5,19
3413,26.97,89.9,2,4,0
3301,154.0,770.0,0,5,18
2554,14700.0,99000.0,4,5,9
170,12.75,49.99,0,5,18
4155,2000.0,5500.0,0,5,14
979,22.77,75.9,4,5,18
1268,7750.0,15509.377945804938,0,5,14
5319,31000.0,1.15,0,4,19
5319,10000.0,35000.0,0,1,18
2223,33.7,129.0,4,5,18
5687,4000.0,12000.0,4,5,18
5134,8000.0,26900.0,0,4,14
322,19000.0,67000.0,4,5,18
1654,33600.0,1.12,0,4,14
675,15000.0,45000.0,0,5,12
2160,40.0,149.99,4,4,3
5319,38.98,135.9,0,6,18
3430,16000.0,43000.0,1,1,12
1572,124.7,399.0,4,5,10
6428,37.48,149.9,4,5,9
5027,200.0,599.0,0,4,3
5319,59.9,79.99,0,1,14
5378,17.97,59.9,4,5,1
6428,6000.0,21000.0,4,6,19
41,10.62,89.99,4,5,3
5861,4800.0,12000.0,4,5,2
5203,166.87,890.0,4,5,21
2280,6500.0,15509.377945804938,4,1,19
5936,28900.0,1.1,0,4,18
906,12000.0,39800.0,0,4,14
935,33.9,189.0,0,4,18
395,10.0,29.99,4,5,18
5319,9100.0,45500.0,0,6,21
2127,15.9,35.0,4,4,18
322,48.0,159.99,4,5,2
3430,10000.0,30000.0,1,5,20
6428,5000.0,18000.0,4,5,5
1275,8.24,129.99,0,5,20
1973,27.48,109.9,4,5,22
5477,7000.0,21000.0,0,5,14
4161,24.9,59.99,0,3,18
2750,6000.0,19000.0,0,4,22
2734,42.9,69.9,3,4,19
6428,14000.0,42000.0,4,5,5
2491,27.86,139.99,4,5,4
2472,14.18,49.0,0,1,22
1668,6300.0,20900.0,4,5,9
1667,10.0,19.99,1,4,16
3454,44.98,179.9,0,6,14
3499,2500.0,7500.0,4,5,0
6428,15000.0,42000.0,4,5,18
2680,15.42,79.9,4,5,1
870,11000.0,15509.377945804938,0,5,21
4812,17.97,59.9,4,6,18
1065,14.06,130.0,0,6,5
1001,12000.0,35000.0,0,4,10
4174,19.9,69.9,1,1,18
2797,21.99,49.99,0,5,14
6428,6500.0,21000.0,4,5,9
3165,10.0,19.99,0,5,14
5687,19.5,39.99,4,4,16
6428,8000.0,38000.0,0,4,22
3265,19.5,65.0,4,5,3
3593,14000.0,45000.0,3,5,12
1016,10000.0,39000.0,4,1,0
2554,38.25,149.99,0,6,19
322,89.0,450.0,4,5,1
5378,8000.0,15509.377945804938,2,5,18
5027,11000.0,24900.0,0,5,12
6196,12000.0,24000.0,4,5,9
3817,8000.0,31000.0,0,4,14
6481,15500.0,46500.0,4,5,9
6182,32000.0,97000.0,3,5,21
1144,10.71,59.99,4,5,18
5878,10000.0,41000.0,0,5,1
4085,7200.0,19000.0,2,5,2
617,159.0,312.0,4,6,1
5319,45.0,159.99,0,1,18
3282,9000.0,31500.0,4,5,13
4954,57.0,189.0,0,6,3
6428,23.0,90.0,0,4,14
6094,7000.0,19000.0,0,5,1
4006,12000.0,36000.0,0,1,14
690,15.98,79.9,0,4,16
6116,4000.0,19000.0,4,5,19
5319,60.0,130.0,0,4,3
1685,15000.0,89000.0,0,5,3
4286,6000.0,17000.0,1,5,1
322,19.98,59.9,4,5,3
2127,29.99,59.99,4,5,2
1229,7000.0,21000.0,3,5,12
3647,75.99,239.0,0,4,14
2569,24.98,79.9,4,5,1
1964,71.01,259.9,0,6,14
5283,78.3,174.0,3,5,18
941,9000.0,31000.0,0,5,18
3587,39.6,132.0,0,4,14
6428,4950.0,15509.377945804938,4,5,5
322,24800.0,82500.0,4,5,18
1709,13.0,59.99,0,5,18
4908,16000.0,50000.0,0,6,20
1300,68.92,489.9,0,4,18
5460,29.9,69.9,0,1,18
4085,87.74,589.9,4,5,12
424,8000.0,29000.0,0,5,16
2998,104.11,1399.9,0,5,14
5203,10000.0,32900.0,4,5,21
3864,9500.0,19000.0,4,5,18
5814,14.06,159.97,4,4,7
3049,27.48,89.9,0,1,14
616,7000.0,23000.0,2,4,1
1275,16.9,29.9,0,6,3
3842,8500.0,39000.0,2,6,21
1731,26.25,189.99,0,4,14
5277,19.9,69.99,0,4,18
3324,110.0,340.0,4,4,18
1572,69.98,279.9,4,5,2
3608,16.9,49.9,0,5,18
322,39.9,99.99,4,5,5
6428,30.34,139.99,0,4,14
6476,14.17,89.0,0,5,14
1657,25.0,62.99,4,3,18
4705,5000.0,17000.0,0,5,12
6428,13.46,209.99,4,5,1
4973,48.0,159.99,0,6,12
2410,3500.0,10000.0,1,5,19
5064,14.99,39.9,0,1,5
3430,5600.0,32000.0,0,5,6
2399,20.5,74.99,0,4,12
1540,26.9,89.9,0,5,12
1001,14.97,49.9,4,5,9
617,12000.0,39900.0,4,6,1
3324,18.9,39.9,4,5,19
4868,10500.0,59000.0,0,6,14
5319,32.5,109.99,0,6,19
6147,14000.0,15509.377945804938,0,5,12
5562,16500.0,59000.0,4,6,18
352,25.9,89.9,0,5,14
3657,13.75,279.0,0,5,14
5878,7000.0,22000.0,4,6,14
728,47000.0,99000.0,0,4,19
4002,8000.0,24000.0,0,1,18
5336,31.98,159.9,0,1,14
814,5000.0,11000.0,4,4,1
2569,39.9,129.99,4,5,18
5876,25.0,70.0,0,5,14
383,16.1,89.9,0,4,10
5838,15.0,49.99,0,1,14
1572,9000.0,30000.0,4,5,3
2319,35000.0,98000.0,0,6,3
5378,10000.0,35000.0,4,5,18
4085,4000.0,10000.0,4,5,15
2945,45.0,180.0,4,5,19
995,33000.0,98000.0,0,4,20
5457,11500.0,34500.0,0,4,10
322,14000.0,32000.0,4,5,3
1124,5000.0,15900.0,0,1,14
4521,19.98,79.9,1,6,3
5336,9000.0,31500.0,0,1,14
3532,6000.0,39000.0,4,6,12
5161,14.0,39.9,0,5,12
98,50.0,199.99,0,5,14
812,12000.0,42000.0,4,5,21
2280,20.9,69.9,4,5,18
2554,15.0,1999.9,0,6,14
5074,18.75,249.99,0,4,18
3748,7000.0,28000.0,0,5,3
4262,16000.0,48000.0,0,5,14
982,55.9,149.0,4,5,18
6428,10200.0,42000.0,4,5,9
3324,8000.0,19000.0,4,5,9
3550,7000.0,21000.0,0,5,1
2584,9500.0,33000.0,0,5,5
5963,10000.0,32000.0,4,5,18
5861,130.0,499.99,4,5,3
3971,21.0,59.99,0,5,18
478,6700.0,19900.0,1,4,6
1216,59.14,229.0,4,6,12
1065,12000.0,36000.0,0,6,10
6428,8075.0,25000.0,4,5,3
3229,21.77,92.89,4,5,2
4083,6000.0,22000.0,4,6,18
5369,110.0,500.0,0,6,12
6428,35.67,139.9,0,5,21
420,20.97,69.9,0,4,14
2018,63.44,329.0,4,5,0
948,86.7,288.99,0,5,19
5078,379.9,1260.0,0,5,3
979,44500.0,1.32,4,5,18
5319,18.0,35.99,0,5,0
3074,13000.0,39000.0,2,1,18
3819,10800.0,31000.0,4,5,22
5143,12000.0,49000.0,0,5,14
5378,17000.0,59000.0,0,5,22
5283,11000.0,32000.0,4,5,2
294,3500.0,10000.0,4,5,18
5283,26000.0,99000.0,0,5,18
4629,8500.0,28000.0,4,5,2
935,29000.0,79000.0,0,5,14
519,62.38,249.5,0,3,22
2480,6000.0,18000.0,0,5,0
2584,44.55,99.0,0,5,18
6257,22.0,69.9,0,5,6
2206,14.9,49.9,0,4,19
5319,3500.0,9000.0,0,4,14
935,19000.0,66500.0,0,5,21
5027,8000.0,22000.0,0,1,12
3483,72250.0,1.7,4,1,18
4226,107.9,358.9,0,5,14
3812,60.0,200.0,4,6,3
4252,20.97,59.9,4,4,0
5027,19.12,82.0,0,4,20
322,15.0,49.9,4,6,12
2648,8000.0,29000.0,0,5,3
2890,10000.0,39000.0,4,5,6
3402,73.73,599.99,4,4,20
6428,6000.0,32000.0,4,6,14
814,4800.0,12000.0,2,5,18
3657,27.96,69.9,0,4,1
1328,8000.0,32000.0,4,5,2
6428,11.48,45.9,4,4,18
5319,11.24,89.9,0,5,14
2280,6000.0,23000.0,4,4,18
3265,25000.0,82000.0,4,5,12
6470,28.99,98.88,0,5,1
1488,8000.0,36000.0,0,5,1
1462,3000.0,7500.0,2,4,5
3263,6000.0,21000.0,0,5,12
2280,9000.0,29000.0,4,5,18
772,26.0,69.9,4,4,18
3229,1800.0,15509.377945804938,4,5,3
6428,99000.0,3.2,0,5,19
4355,14000.0,49000.0,1,3,0
565,13000.0,49000.0,0,5,5
2648,8000.0,28000.0,0,1,22
728,5500.0,77000.0,0,1,1
6381,6000.0,28000.0,0,5,1
1572,15.27,59.9,4,5,1
104,85.93,337.0,0,4,1
4524,72.0,134.0,4,5,14
97,62.0,189.99,4,6,3
5231,14400.0,43900.0,4,4,16
322,20.0,79.99,4,6,2
1050,5000.0,39000.0,4,5,9
2552,4000.0,13000.0,4,5,22
5814,9.37,69.99,4,5,2
3209,39.99,119.99,0,6,1
3928,8000.0,23000.0,4,6,3
395,24000.0,72000.0,4,5,19
5319,69000.0,1.89,0,6,14
4958,31.5,105.0,0,5,12
5319,15.0,29.9,0,4,22
5861,23.97,79.9,4,4,19
4578,27.0,89.99,0,4,22
6246,12000.0,39000.0,4,5,18
395,8000.0,25900.0,0,5,5
4069,11500.0,45000.0,2,5,1
2526,3000.0,12000.0,0,6,19
4774,23.98,75.9,0,5,12
1661,15.2,359.99,0,5,18
1050,47.48,189.9,4,4,22
4355,16.55,33.0,0,4,19
4954,30.0,99.99,4,1,5
2716,19000.0,43000.0,4,4,18
3002,26.4,87.9,0,5,18
5284,162.5,649.99,2,5,18
848,6000.0,28000.0,4,5,3
2869,47.7,159.0,0,1,18
5385,30000.0,69000.0,4,6,12
3430,71.4,238.0,1,5,6
3805,21.9,49.9,0,5,6
3407,99.98,399.9,0,5,5
3835,10000.0,34000.0,0,5,1
2802,29.98,119.9,4,5,15
5179,7000.0,21000.0,0,4,19
639,45.47,129.9,0,5,18
322,9000.0,27000.0,4,5,18
6428,41.0,144.0,4,4,5
2228,3000.0,10000.0,1,1,1
3265,15000.0,50000.0,4,6,18
5610,43000.0,1.299,1,4,1
5480,10000.0,34000.0,1,1,19
1715,94.78,329.9,0,1,3
170,37.99,79.99,4,4,18
5378,41.23,164.9,4,1,18
4085,77.67,258.9,4,1,9
5074,56.97,189.9,0,5,14
5144,27.5,89.99,0,4,14
2127,65.0,200.0,4,5,1
4083,15.72,69.9,4,6,18
1094,5000.0,10000.0,0,5,18
856,6000.0,21000.0,0,6,12
2127,43.9,109.9,0,5,14
4085,11.99,79.9,4,4,6
5203,4000.0,9000.0,4,4,2
2910,12000.0,41000.0,0,5,16
5319,25.0,85.0,0,6,21
1410,12000.0,39000.0,0,4,16
43,7000.0,21000.0,4,5,21
2012,8000.0,29000.0,0,5,1
4085,9000.0,27000.0,4,5,21
3209,4000.0,9000.0,4,4,16
692,7900.0,18900.0,4,6,19
6414,10000.0,31000.0,0,6,12
3265,12.52,49.9,4,5,16
4085,42.82,218.0,4,5,19
5062,25.9,99.9,0,5,1
5319,42.8,189.0,0,5,14
5074,22000.0,89000.0,0,5,1
2962,11000.0,34000.0,4,5,15
1278,12.48,69.9,0,4,18
2137,27.5,89.99,4,5,5
5371,46.23,189.9,0,4,18
1224,13.73,169.0,0,5,0
5537,12000.0,39000.0,0,4,18
1572,7000.0,21000.0,2,6,7
616,15.72,55.9,4,5,18
3860,35000.0,1.05,0,5,21
1032,6000.0,18000.0,0,5,18
2779,32400.0,1.079,0,5,1
6428,35.96,143.83,0,1,19
5519,4000.0,9000.0,4,5,18
5283,19.99,59.99,4,5,12
5418,6000.0,21000.0,0,6,21
3324,19.9,79.99,4,5,1
3369,4000.0,14000.0,0,4,1
536,12.23,69.9,4,6,3
4875,44.0,129.99,4,4,20
242,62.82,359.0,0,4,14
2902,24.0,80.0,4,1,21
4085,5000.0,11000.0,2,5,2
3750,8000.0,29000.0,4,1,12
935,19.98,79.9,0,5,0
6428,10.0,39.99,2,6,14
5324,6600.0,15900.0,0,4,18
1068,35.68,169.9,4,6,3
4745,2700.0,10000.0,0,5,14
1068,35.0,123.0,4,6,12
1804,9.84,59.9,0,1,18
1090,4000.0,13000.0,0,1,21
1317,25.0,99.99,0,5,1
6462,20300.0,69000.0,0,5,19
935,88.75,355.0,0,6,1
13,17.97,59.9,4,5,2
2984,14.98,59.9,4,5,18
814,87.25,349.0,4,5,1
5582,4000.0,13000.0,2,5,4
6481,14.25,79.9,0,5,1
2519,7000.0,21000.0,0,1,12
1780,7000.0,19000.0,0,5,21
1068,89.9,239.99,4,6,1
5021,9000.0,27000.0,0,1,18
2569,15.0,59.99,4,5,18
5022,14.97,49.9,4,5,10
2199,8000.0,21000.0,4,5,22
5882,9000.0,27000.0,4,5,4
4729,25.0,89.0,4,6,22
3434,7000.0,15000.0,0,5,21
322,40.0,160.0,4,4,9
322,30.0,65.0,4,5,16
6376,13000.0,39000.0,0,4,12
2103,4000.0,12000.0,4,6,12
567,19.97,49.9,0,4,18
5319,3500.0,10000.0,0,1,14
2529,12.65,69.0,0,5,18
4355,28.76,71.9,4,5,1
3950,13.49,89.9,0,5,1
812,13000.0,39900.0,4,5,5
6428,95.7,319.0,0,1,10
2849,25.97,69.9,4,4,3
5319,4000.0,10000.0,0,6,20
396,7000.0,15000.0,4,5,1
5861,8000.0,28000.0,0,6,22
5519,10.0,139.0,0,5,0
5378,59000.0,1.89,0,5,18
4744,8000.0,28000.0,0,6,19
5886,36.0,119.99,0,5,14
2127,12000.0,39000.0,4,5,18
5216,14400.0,35000.0,0,5,6
2569,6.76,69.0,0,5,3
509,7200.0,27000.0,0,4,18
406,8500.0,29800.0,4,5,0
3324,6500.0,15000.0,0,5,18
6428,24.98,99.9,0,5,12
